"cityid","city","iscity","regionid","provid","isactive","psgc_code"
"574","CAWAYAN","0","8","37","1","054106000"
"575","CLAVERIA","0","8","37","1","054107000"
"576","DIMASALANG","0","8","37","1","054108000"
"577","ESPERANZA","0","8","37","1","054109000"
"578","MANDAON","0","8","37","1","054110000"
"579","CITY OF MASBATE (Capital)","1","8","37","1","054111000"
"580","MILAGROS","0","8","37","1","054112000"
"581","MOBO","0","8","37","1","054113000"
"582","MONREAL","0","8","37","1","054114000"
"583","PALANAS","0","8","37","1","054115000"
"584","PIO V. CORPUZ (LIMBUHAN)","0","8","37","1","054116000"
"585","PLACER","0","8","37","1","054117000"
"586","SAN FERNANDO","0","8","37","1","054118000"
"587","SAN JACINTO","0","8","37","1","054119000"
"588","SAN PASCUAL","0","8","37","1","054120000"
"589","USON","0","8","37","1","054121000"
"590","BARCELONA","0","8","38","1","056202000"
"591","BULAN","0","8","38","1","056203000"
"592","BULUSAN","0","8","38","1","056204000"
"593","CASIGURAN","0","8","38","1","056205000"
"594","CASTILLA","0","8","38","1","056206000"
"595","DONSOL","0","8","38","1","056207000"
"596","GUBAT","0","8","38","1","056208000"
"597","IROSIN","0","8","38","1","056209000"
"598","JUBAN","0","8","38","1","056210000"
"599","MAGALLANES","0","8","38","1","056211000"
"600","MATNOG","0","8","38","1","056212000"
"601","PILAR","0","8","38","1","056213000"
"602","PRIETO DIAZ","0","8","38","1","056214000"
"603","SANTA MAGDALENA","0","8","38","1","056215000"
"604","CITY OF SORSOGON (Capital)","1","8","38","1","056216000"
"605","ALTAVAS","0","9","39","1","060401000"
"606","BALETE","0","9","39","1","060402000"
"607","BANGA","0","9","39","1","060403000"
"608","BATAN","0","9","39","1","060404000"
"609","BURUANGA","0","9","39","1","060405000"
"610","IBAJAY","0","9","39","1","060406000"
"611","KALIBO (Capital)","0","9","39","1","60407000"
"612","LEZO","0","9","39","1","060408000"
"613","LIBACAO","0","9","39","1","060409000"
"614","MADALAG","0","9","39","1","060410000"
"615","MAKATO","0","9","39","1","060411000"
"616","MALAY","0","9","39","1","060412000"
"617","MALINAO","0","9","39","1","060413000"
"618","NABAS","0","9","39","1","060414000"
"619","NEW WASHINGTON","0","9","39","1","060415000"
"620","NUMANCIA","0","9","39","1","060416000"
"621","TANGALAN","0","9","39","1","060417000"
"622","ANINI-Y","0","9","40","1","060601000"
"623","BARBAZA","0","9","40","1","060602000"
"624","BELISON","0","9","40","1","060603000"
"625","BUGASONG","0","9","40","1","060604000"
"626","CALUYA","0","9","40","1","060605000"
"627","CULASI","0","9","40","1","060606000"
"628","TOBIAS FORNIER (DAO)","0","9","40","1","060607000"
"629","HAMTIC","0","9","40","1","060608000"
"630","LAUA-AN","0","9","40","1","060609000"
"631","LIBERTAD","0","9","40","1","060610000"
"632","PANDAN","0","9","40","1","060611000"
"633","PATNONGON","0","9","40","1","060612000"
"634","SAN JOSE (Capital)","0","9","40","1","060613000"
"635","SAN REMIGIO","0","9","40","1","060614000"
"636","SEBASTE","0","9","40","1","060615000"
"637","SIBALOM","0","9","40","1","060616000"
"638","TIBIAO","0","9","40","1","060617000"
"639","VALDERRAMA","0","9","40","1","060618000"
"640","CUARTERO","0","9","41","1","061901000"
"641","DAO","0","9","41","1","061902000"
"642","DUMALAG","0","9","41","1","061903000"
"643","DUMARAO","0","9","41","1","061904000"
"644","IVISAN","0","9","41","1","061905000"
"645","JAMINDAN","0","9","41","1","061906000"
"646","MA-AYON","0","9","41","1","061907000"
"647","MAMBUSAO","0","9","41","1","061908000"
"648","PANAY","0","9","41","1","061909000"
"649","PANITAN","0","9","41","1","061910000"
"650","PILAR","0","9","41","1","061911000"
"651","PONTEVEDRA","0","9","41","1","061912000"
"652","PRESIDENT ROXAS","0","9","41","1","061913000"
"653","ROXAS CITY (Capital)","1","9","41","1","061914000"
"654","SAPI-AN","0","9","41","1","061915000"
"655","SIGMA","0","9","41","1","061916000"
"656","TAPAZ","0","9","41","1","061917000"
"657","AJUY","0","9","43","1","063001000"
"658","ALIMODIAN","0","9","43","1","063002000"
"659","ANILAO","0","9","43","1","063003000"
"660","BADIANGAN","0","9","43","1","063004000"
"661","BALASAN","0","9","43","1","063005000"
"662","BANATE","0","9","43","1","063006000"
"663","BAROTAC NUEVO","0","9","43","1","063007000"
"664","BAROTAC VIEJO","0","9","43","1","063008000"
"665","BATAD","0","9","43","1","063009000"
"666","BINGAWAN","0","9","43","1","063010000"
"667","CABATUAN","0","9","43","1","063012000"
"668","CALINOG","0","9","43","1","063013000"
"669","CARLES","0","9","43","1","063014000"
"670","CONCEPCION","0","9","43","1","063015000"
"671","DINGLE","0","9","43","1","063016000"
"672","DUEnAS","0","9","43","1","063017000"
"673","DUMANGAS","0","9","43","1","063018000"
"674","ESTANCIA","0","9","43","1","063019000"
"675","GUIMBAL","0","9","43","1","063020000"
"676","IGBARAS","0","9","43","1","063021000"
"677","ILOILO CITY (Capital)","1","9","43","1","063022000"
"678","JANIUAY","0","9","43","1","063023000"
"679","LAMBUNAO","0","9","43","1","063025000"
"680","LEGANES","0","9","43","1","063026000"
"681","LEMERY","0","9","43","1","063027000"
"682","LEON","0","9","43","1","063028000"
"683","MAASIN","0","9","43","1","063029000"
"684","MIAGAO","0","9","43","1","063030000"
"685","MINA","0","9","43","1","063031000"
"686","NEW LUCENA","0","9","43","1","063032000"
"687","OTON","0","9","43","1","063034000"
"688","CITY OF PASSI","1","9","43","1","063035000"
"689","PAVIA","0","9","43","1","063036000"
"690","POTOTAN","0","9","43","1","063037000"
"691","SAN DIONISIO","0","9","43","1","063038000"
"692","SAN ENRIQUE","0","9","43","1","063039000"
"693","SAN JOAQUIN","0","9","43","1","063040000"
"694","SAN MIGUEL","0","9","43","1","063041000"
"695","SAN RAFAEL","0","9","43","1","063042000"
"696","SANTA BARBARA","0","9","43","1","063043000"
"697","SARA","0","9","43","1","063044000"
"698","TIGBAUAN","0","9","43","1","063045000"
"699","TUBUNGAN","0","9","43","1","063046000"
"700","ZARRAGA","0","9","43","1","063047000"
"701","BACOLOD CITY (Capital)","1","9","44","1","064501000"
"702","BAGO CITY","1","9","44","1","064502000"
"703","BINALBAGAN","0","9","44","1","064503000"
"704","CADIZ CITY","1","9","44","1","064504000"
"705","CALATRAVA","0","9","44","1","064505000"
"706","CANDONI","0","9","44","1","064506000"
"707","CAUAYAN","0","9","44","1","064507000"
"708","ENRIQUE B. MAGALONA (SARAVIA)","0","9","44","1","064508000"
"709","CITY OF ESCALANTE","1","9","44","1","064509000"
"710","CITY OF HIMAMAYLAN","1","9","44","1","064510000"
"711","HINIGARAN","0","9","44","1","064511000"
"712","HINOBA-AN (ASIA)","0","9","44","1","064512000"
"713","ILOG","0","9","44","1","064513000"
"714","ISABELA","0","9","44","1","064514000"
"715","CITY OF KABANKALAN","1","9","44","1","064515000"
"716","LA CARLOTA CITY","1","9","44","1","064516000"
"717","LA CASTELLANA","0","9","44","1","064517000"
"718","MANAPLA","0","9","44","1","064518000"
"719","MOISES PADILLA (MAGALLON)","0","9","44","1","064519000"
"720","MURCIA","0","9","44","1","064520000"
"721","PONTEVEDRA","0","9","44","1","064521000"
"722","PULUPANDAN","0","9","44","1","064522000"
"723","SAGAY CITY","1","9","44","1","064523000"
"724","SAN CARLOS CITY","1","9","44","1","064524000"
"725","SAN ENRIQUE","0","9","44","1","064525000"
"726","SILAY CITY","1","9","44","1","64526000"
"727","CITY OF SIPALAY","1","9","44","1","064527000"
"728","CITY OF TALISAY","1","9","44","1","064528000"
"729","TOBOSO","0","9","44","1","064529000"
"730","VALLADOLID","0","9","44","1","064530000"
"731","CITY OF VICTORIAS","1","9","44","1","064531000"
"732","SALVADOR BENEDICTO","0","9","44","1","064532000"
"733","BUENAVISTA","0","9","42","1","067901000"
"734","JORDAN (Capital)","0","9","42","1","067902000"
"735","NUEVA VALENCIA","0","9","42","1","067903000"
"736","SAN LORENZO","0","9","42","1","067904000"
"737","SIBUNAG","0","9","42","1","067905000"
"738","ALBURQUERQUE","0","10","45","1","071201000"
"739","ALICIA","0","10","45","1","071202000"
"740","ANDA","0","10","45","1","071203000"
"741","ANTEQUERA","0","10","45","1","071204000"
"742","BACLAYON","0","10","45","1","071205000"
"743","BALILIHAN","0","10","45","1","071206000"
"744","BATUAN","0","10","45","1","071207000"
"745","BILAR","0","10","45","1","071208000"
"746","BUENAVISTA","0","10","45","1","071209000"
"747","CALAPE","0","10","45","1","071210000"
"748","CANDIJAY","0","10","45","1","071211000"
"749","CARMEN","0","10","45","1","071212000"
"750","CATIGBIAN","0","10","45","1","071213000"
"751","CLARIN","0","10","45","1","071214000"
"752","CORELLA","0","10","45","1","071215000"
"753","CORTES","0","10","45","1","071216000"
"754","DAGOHOY","0","10","45","1","071217000"
"755","DANAO","0","10","45","1","071218000"
"756","DAUIS","0","10","45","1","071219000"
"757","DIMIAO","0","10","45","1","071220000"
"758","DUERO","0","10","45","1","071221000"
"759","GARCIA HERNANDEZ","0","10","45","1","071222000"
"760","GUINDULMAN","0","10","45","1","071223000"
"761","INABANGA","0","10","45","1","071224000"
"762","JAGNA","0","10","45","1","071225000"
"763","JETAFE","0","10","45","1","071226000"
"764","LILA","0","10","45","1","071227000"
"765","LOAY","0","10","45","1","071228000"
"766","LOBOC","0","10","45","1","071229000"
"767","LOON","0","10","45","1","071230000"
"768","MABINI","0","10","45","1","071231000"
"769","MARIBOJOC","0","10","45","1","071232000"
"770","PANGLAO","0","10","45","1","071233000"
"771","PILAR","0","10","45","1","071234000"
"772","PRES. CARLOS P. GARCIA (PITOGO)","0","10","45","1","071235000"
"773","SAGBAYAN (BORJA)","0","10","45","1","071236000"
"774","SAN ISIDRO","0","10","45","1","071237000"
"775","SAN MIGUEL","0","10","45","1","071238000"
"776","SEVILLA","0","10","45","1","071239000"
"777","SIERRA BULLONES","0","10","45","1","071240000"
"778","SIKATUNA","0","10","45","1","071241000"
"779","TAGBILARAN CITY (Capital)","1","10","45","1","071242000"
"780","TALIBON","0","10","45","1","071243000"
"781","TRINIDAD","0","10","45","1","071244000"
"782","TUBIGON","0","10","45","1","071245000"
"783","UBAY","0","10","45","1","071246000"
"784","VALENCIA","0","10","45","1","071247000"
"785","BIEN UNIDO","0","10","45","1","071248000"
"786","ALCANTARA","0","10","46","1","072201000"
"787","ALCOY","0","10","46","1","072202000"
"788","ALEGRIA","0","10","46","1","072203000"
"789","ALOGUINSAN","0","10","46","1","072204000"
"790","ARGAO","0","10","46","1","072205000"
"791","ASTURIAS","0","10","46","1","072206000"
"792","BADIAN","0","10","46","1","072207000"
"793","BALAMBAN","0","10","46","1","072208000"
"794","BANTAYAN","0","10","46","1","072209000"
"795","BARILI","0","10","46","1","072210000"
"796","CITY OF BOGO","1","10","46","1","072211000"
"797","BOLJOON","0","10","46","1","072212000"
"798","BORBON","0","10","46","1","072213000"
"799","CITY OF CARCAR","1","10","46","1","072214000"
"800","CARMEN","0","10","46","1","072215000"
"801","CATMON","0","10","46","1","072216000"
"802","CEBU CITY (Capital)","1","10","46","1","072217000"
"803","COMPOSTELA","0","10","46","1","072218000"
"804","CONSOLACION","0","10","46","1","072219000"
"805","CORDOBA","0","10","46","1","072220000"
"806","DAANBANTAYAN","0","10","46","1","072221000"
"807","DALAGUETE","0","10","46","1","072222000"
"808","DANAO CITY","1","10","46","1","072223000"
"809","DUMANJUG","0","10","46","1","072224000"
"810","GINATILAN","0","10","46","1","072225000"
"811","LAPU-LAPU CITY (OPON)","1","10","46","1","72226000"
"812","LILOAN","0","10","46","1","072227000"
"813","MADRIDEJOS","0","10","46","1","072228000"
"814","MALABUYOC","0","10","46","1","072229000"
"815","MANDAUE CITY","1","10","46","1","072230000"
"816","MEDELLIN","0","10","46","1","072231000"
"817","MINGLANILLA","0","10","46","1","072232000"
"818","MOALBOAL","0","10","46","1","072233000"
"819","CITY OF NAGA","1","10","46","1","072234000"
"820","OSLOB","0","10","46","1","072235000"
"821","PILAR","0","10","46","1","072236000"
"822","PINAMUNGAHAN","0","10","46","1","072237000"
"823","PORO","0","10","46","1","072238000"
"824","RONDA","0","10","46","1","072239000"
"825","SAMBOAN","0","10","46","1","072240000"
"826","SAN FERNANDO","0","10","46","1","072241000"
"827","SAN FRANCISCO","0","10","46","1","072242000"
"828","SAN REMIGIO","0","10","46","1","072243000"
"829","SANTA FE","0","10","46","1","072244000"
"830","SANTANDER","0","10","46","1","072245000"
"831","SIBONGA","0","10","46","1","072246000"
"832","SOGOD","0","10","46","1","072247000"
"833","TABOGON","0","10","46","1","072248000"
"834","TABUELAN","0","10","46","1","072249000"
"835","CITY OF TALISAY","1","10","46","1","072250000"
"836","TOLEDO CITY","1","10","46","1","072251000"
"837","TUBURAN","0","10","46","1","072252000"
"838","TUDELA","0","10","46","1","072253000"
"839","AMLAN (AYUQUITAN)","0","10","47","1","074601000"
"840","AYUNGON","0","10","47","1","074602000"
"841","BACONG","0","10","47","1","074603000"
"842","BAIS CITY","1","10","47","1","074604000"
"843","BASAY","0","10","47","1","074605000"
"844","CITY OF BAYAWAN (TULONG)","1","10","47","1","074606000"
"845","BINDOY (PAYABON)","0","10","47","1","074607000"
"846","CANLAON CITY","1","10","47","1","074608000"
"847","DAUIN","0","10","47","1","074609000"
"848","DUMAGUETE CITY (Capital)","1","10","47","1","074610000"
"849","CITY OF GUIHULNGAN","1","10","47","1","074611000"
"850","JIMALALUD","0","10","47","1","074612000"
"851","LA LIBERTAD","0","10","47","1","074613000"
"852","MABINAY","0","10","47","1","074614000"
"853","MANJUYOD","0","10","47","1","074615000"
"854","PAMPLONA","0","10","47","1","074616000"
"855","SAN JOSE","0","10","47","1","074617000"
"856","SANTA CATALINA","0","10","47","1","074618000"
"857","SIATON","0","10","47","1","074619000"
"858","SIBULAN","0","10","47","1","074620000"
"859","CITY OF TANJAY","1","10","47","1","074621000"
"860","TAYASAN","0","10","47","1","074622000"
"861","VALENCIA (LUZURRIAGA)","0","10","47","1","074623000"
"862","VALLEHERMOSO","0","10","47","1","074624000"
"863","ZAMBOANGUITA","0","10","47","1","074625000"
"864","ENRIQUE VILLANUEVA","0","10","48","1","076101000"
"865","LARENA","0","10","48","1","076102000"
"866","LAZI","0","10","48","1","076103000"
"867","MARIA","0","10","48","1","076104000"
"868","SAN JUAN","0","10","48","1","076105000"
"869","SIQUIJOR (Capital)","0","10","48","1","076106000"
"870","ARTECHE","0","11","50","1","082601000"
"871","BALANGIGA","0","11","50","1","082602000"
"872","BALANGKAYAN","0","11","50","1","082603000"
"873","CITY OF BORONGAN (Capital)","1","11","50","1","082604000"
"874","CAN-AVID","0","11","50","1","082605000"
"875","DOLORES","0","11","50","1","082606000"
"876","GENERAL MACARTHUR","0","11","50","1","082607000"
"877","GIPORLOS","0","11","50","1","082608000"
"878","GUIUAN","0","11","50","1","082609000"
"879","HERNANI","0","11","50","1","082610000"
"880","JIPAPAD","0","11","50","1","082611000"
"881","LAWAAN","0","11","50","1","082612000"
"882","LLORENTE","0","11","50","1","082613000"
"883","MASLOG","0","11","50","1","082614000"
"884","MAYDOLONG","0","11","50","1","082615000"
"885","MERCEDES","0","11","50","1","082616000"
"886","ORAS","0","11","50","1","082617000"
"887","QUINAPONDAN","0","11","50","1","082618000"
"888","SALCEDO","0","11","50","1","082619000"
"889","SAN JULIAN","0","11","50","1","082620000"
"890","SAN POLICARPO","0","11","50","1","082621000"
"891","SULAT","0","11","50","1","082622000"
"892","TAFT","0","11","50","1","082623000"
"893","ABUYOG","0","11","51","1","083701000"
"894","ALANGALANG","0","11","51","1","083702000"
"895","ALBUERA","0","11","51","1","083703000"
"896","BABATNGON","0","11","51","1","083705000"
"897","BARUGO","0","11","51","1","083706000"
"898","BATO","0","11","51","1","083707000"
"899","CITY OF BAYBAY","1","11","51","1","083708000"
"900","BURAUEN","0","11","51","1","083710000"
"901","CALUBIAN","0","11","51","1","083713000"
"902","CAPOOCAN","0","11","51","1","083714000"
"903","CARIGARA","0","11","51","1","083715000"
"904","DAGAMI","0","11","51","1","083717000"
"905","DULAG","0","11","51","1","083718000"
"906","HILONGOS","0","11","51","1","083719000"
"907","HINDANG","0","11","51","1","083720000"
"908","INOPACAN","0","11","51","1","083721000"
"909","ISABEL","0","11","51","1","083722000"
"910","JARO","0","11","51","1","083723000"
"911","JAVIER (BUGHO)","0","11","51","1","083724000"
"912","JULITA","0","11","51","1","083725000"
"913","KANANGA","0","11","51","1","083726000"
"914","LA PAZ","0","11","51","1","083728000"
"915","LEYTE","0","11","51","1","083729000"
"916","MACARTHUR","0","11","51","1","083730000"
"917","MAHAPLAG","0","11","51","1","083731000"
"918","MATAG-OB","0","11","51","1","083733000"
"919","MATALOM","0","11","51","1","083734000"
"920","MAYORGA","0","11","51","1","083735000"
"921","MERIDA","0","11","51","1","083736000"
"922","ORMOC CITY","1","11","51","1","083738000"
"923","PALO","0","11","51","1","083739000"
"924","PALOMPON","0","11","51","1","083740000"
"925","PASTRANA","0","11","51","1","083741000"
"926","SAN ISIDRO","0","11","51","1","083742000"
"927","SAN MIGUEL","0","11","51","1","083743000"
"928","SANTA FE","0","11","51","1","083744000"
"929","TABANGO","0","11","51","1","083745000"
"930","TABONTABON","0","11","51","1","083746000"
"931","TACLOBAN CITY (Capital)","1","11","51","1","083747000"
"932","TANAUAN","0","11","51","1","083748000"
"933","TOLOSA","0","11","51","1","083749000"
"934","TUNGA","0","11","51","1","083750000"
"935","VILLABA","0","11","51","1","083751000"
"936","ALLEN","0","11","52","1","084801000"
"937","BIRI","0","11","52","1","084802000"
"938","BOBON","0","11","52","1","084803000"
"939","CAPUL","0","11","52","1","084804000"
"940","CATARMAN (Capital)","0","11","52","1","084805000"
"941","CATUBIG","0","11","52","1","084806000"
"942","GAMAY","0","11","52","1","084807000"
"943","LAOANG","0","11","52","1","084808000"
"944","LAPINIG","0","11","52","1","084809000"
"945","LAS NAVAS","0","11","52","1","084810000"
"946","LAVEZARES","0","11","52","1","084811000"
"947","MAPANAS","0","11","52","1","084812000"
"948","MONDRAGON","0","11","52","1","084813000"
"949","PALAPAG","0","11","52","1","084814000"
"950","PAMBUJAN","0","11","52","1","084815000"
"951","ROSARIO","0","11","52","1","084816000"
"952","SAN ANTONIO","0","11","52","1","084817000"
"953","SAN ISIDRO","0","11","52","1","084818000"
"954","SAN JOSE","0","11","52","1","084819000"
"955","SAN ROQUE","0","11","52","1","084820000"
"956","SAN VICENTE","0","11","52","1","084821000"
"957","SILVINO LOBOS","0","11","52","1","084822000"
"958","VICTORIA","0","11","52","1","084823000"
"959","LOPE DE VEGA","0","11","52","1","084824000"
"960","ALMAGRO","0","11","54","1","086001000"
"961","BASEY","0","11","54","1","086002000"
"962","CALBAYOG CITY","1","11","54","1","086003000"
"963","CALBIGA","0","11","54","1","086004000"
"964","CITY OF CATBALOGAN (Capital)","1","11","54","1","086005000"
"965","DARAM","0","11","54","1","086006000"
"966","GANDARA","0","11","54","1","086007000"
"967","HINABANGAN","0","11","54","1","086008000"
"968","JIABONG","0","11","54","1","086009000"
"969","MARABUT","0","11","54","1","086010000"
"970","MATUGUINAO","0","11","54","1","086011000"
"971","MOTIONG","0","11","54","1","086012000"
"972","PINABACDAO","0","11","54","1","086013000"
"973","SAN JOSE DE BUAN","0","11","54","1","086014000"
"974","SAN SEBASTIAN","0","11","54","1","086015000"
"975","SANTA MARGARITA","0","11","54","1","086016000"
"976","SANTA RITA","0","11","54","1","086017000"
"977","SANTO NINO","0","11","54","1","086018000"
"978","TALALORA","0","11","54","1","086019000"
"979","TARANGNAN","0","11","54","1","086020000"
"980","VILLAREAL","0","11","54","1","086021000"
"981","PARANAS (WRIGHT)","0","11","54","1","086022000"
"982","ZUMARRAGA","0","11","54","1","086023000"
"983","TAGAPUL-AN","0","11","54","1","086024000"
"984","SAN JORGE","0","11","54","1","086025000"
"985","PAGSANGHAN","0","11","54","1","086026000"
"986","ANAHAWAN","0","11","53","1","086401000"
"987","BONTOC","0","11","53","1","086402000"
"988","HINUNANGAN","0","11","53","1","086403000"
"989","HINUNDAYAN","0","11","53","1","086404000"
"990","LIBAGON","0","11","53","1","086405000"
"991","LILOAN","0","11","53","1","086406000"
"992","CITY OF MAASIN (Capital)","1","11","53","1","086407000"
"993","MACROHON","0","11","53","1","086408000"
"994","MALITBOG","0","11","53","1","086409000"
"995","PADRE BURGOS","0","11","53","1","086410000"
"996","PINTUYAN","0","11","53","1","086411000"
"997","SAINT BERNARD","0","11","53","1","086412000"
"998","SAN FRANCISCO","0","11","53","1","086413000"
"999","SAN JUAN (CABALIAN)","0","11","53","1","086414000"
"1000","SAN RICARDO","0","11","53","1","086415000"
"1001","SILAGO","0","11","53","1","086416000"
"1002","SOGOD","0","11","53","1","086417000"
"1003","TOMAS OPPUS","0","11","53","1","086418000"
"1004","LIMASAWA","0","11","53","1","086419000"
"1005","ALMERIA","0","11","49","1","087801000"
"1006","BILIRAN","0","11","49","1","087802000"
"1007","CABUCGAYAN","0","11","49","1","087803000"
"1008","CAIBIRAN","0","11","49","1","087804000"
"1009","CULABA","0","11","49","1","087805000"
"1010","KAWAYAN","0","11","49","1","087806000"
"1011","MARIPIPI","0","11","49","1","087807000"
"1012","NAVAL (Capital)","0","11","49","1","087808000"
"1013","DAPITAN CITY","1","12","55","1","097201000"
"1014","DIPOLOG CITY (Capital)","1","12","55","1","097202000"
"1015","KATIPUNAN","0","12","55","1","097203000"
"1016","LA LIBERTAD","0","12","55","1","097204000"
"1017","LABASON","0","12","55","1","097205000"
"1018","LILOY","0","12","55","1","097206000"
"1019","MANUKAN","0","12","55","1","097207000"
"1020","MUTIA","0","12","55","1","097208000"
"1021","PINAN","0","12","55","1","097209000"
"1022","POLANCO","0","12","55","1","097210000"
"1023","PRES. MANUEL A. ROXAS","0","12","55","1","097211000"
"1024","RIZAL","0","12","55","1","097212000"
"1025","SALUG","0","12","55","1","097213000"
"1026","SERGIO OSMEnA SR.","0","12","55","1","097214000"
"1027","SIAYAN","0","12","55","1","097215000"
"1028","SIBUCO","0","12","55","1","097216000"
"1029","SIBUTAD","0","12","55","1","097217000"
"1030","SINDANGAN","0","12","55","1","097218000"
"1031","SIOCON","0","12","55","1","097219000"
"1032","SIRAWAI","0","12","55","1","097220000"
"1033","TAMPILISAN","0","12","55","1","097221000"
"1034","JOSE DALMAN (PONOT)","0","12","55","1","097222000"
"1035","GUTALAC","0","12","55","1","097223000"
"1036","BALIGUIAN","0","12","55","1","097224000"
"1037","GODOD","0","12","55","1","097225000"
"1038","BACUNGAN (Leon T. Postigo)","0","12","55","1","097226000"
"1039","KALAWIT","0","12","55","1","097227000"
"1040","AURORA","0","12","56","1","097302000"
"1041","BAYOG","0","12","56","1","097303000"
"1042","DIMATALING","0","12","56","1","097305000"
"1043","DINAS","0","12","56","1","097306000"
"1044","DUMALINAO","0","12","56","1","097307000"
"1045","DUMINGAG","0","12","56","1","097308000"
"1046","KUMALARANG","0","12","56","1","097311000"
"1047","LABANGAN","0","12","56","1","097312000"
"1048","LAPUYAN","0","12","56","1","097313000"
"1049","MAHAYAG","0","12","56","1","097315000"
"1050","MARGOSATUBIG","0","12","56","1","097317000"
"1051","MIDSALIP","0","12","56","1","097318000"
"1052","MOLAVE","0","12","56","1","097319000"
"1053","PAGADIAN CITY (Capital)","1","12","56","1","097322000"
"1054","RAMON MAGSAYSAY (LIARGO)","0","12","56","1","097323000"
"1055","SAN MIGUEL","0","12","56","1","097324000"
"1056","SAN PABLO","0","12","56","1","097325000"
"1057","TABINA","0","12","56","1","097327000"
"1058","TAMBULIG","0","12","56","1","097328000"
"1059","TUKURAN","0","12","56","1","097330000"
"1060","ZAMBOANGA CITY","2","12","-99","1","097332000"
"1061","LAKEWOOD","0","12","56","1","097333000"
"1062","JOSEFINA","0","12","56","1","097337000"
"1063","PITOGO","0","12","56","1","097338000"
"1064","SOMINOT (DON MARIANO MARCOS)","0","12","56","1","097340000"
"1065","VINCENZO A. SAGUN","0","12","56","1","097341000"
"1066","GUIPOS","0","12","56","1","097343000"
"1067","TIGBAO","0","12","56","1","097344000"
"1068","ALICIA","0","12","57","1","098301000"
"1069","BUUG","0","12","57","1","098302000"
"1070","DIPLAHAN","0","12","57","1","098303000"
"1071","IMELDA","0","12","57","1","098304000"
"1072","IPIL (Capital)","0","12","57","1","098305000"
"1073","KABASALAN","0","12","57","1","098306000"
"1074","MABUHAY","0","12","57","1","098307000"
"1075","MALANGAS","0","12","57","1","098308000"
"1076","NAGA","0","12","57","1","098309000"
"1077","OLUTANGA","0","12","57","1","098310000"
"1078","PAYAO","0","12","57","1","098311000"
"1079","ROSELLER LIM","0","12","57","1","098312000"
"1080","SIAY","0","12","57","1","098313000"
"1081","TALUSAN","0","12","57","1","098314000"
"1082","TITAY","0","12","57","1","098315000"
"1083","TUNGAWAN","0","12","57","1","098316000"
"1084","CITY OF ISABELA (Capital)","2","12","-99","1","099701000"
"1085","BAUNGON","0","13","59","1","101301000"
"1086","DAMULOG","0","13","59","1","101302000"
"1087","DANGCAGAN","0","13","59","1","101303000"
"1088","DON CARLOS","0","13","59","1","101304000"
"1089","IMPASUG-ONG","0","13","59","1","101305000"
"1090","KADINGILAN","0","13","59","1","101306000"
"1091","KALILANGAN","0","13","59","1","101307000"
"1092","KIBAWE","0","13","59","1","101308000"
"1093","KITAOTAO","0","13","59","1","101309000"
"1094","LANTAPAN","0","13","59","1","101310000"
"1095","LIBONA","0","13","59","1","101311000"
"1096","CITY OF MALAYBALAY (Capital)","1","13","59","1","101312000"
"1097","MALITBOG","0","13","59","1","101313000"
"1098","MANOLO FORTICH","0","13","59","1","101314000"
"1099","MARAMAG","0","13","59","1","101315000"
"1100","PANGANTUCAN","0","13","59","1","101316000"
"1101","QUEZON","0","13","59","1","101317000"
"1102","SAN FERNANDO","0","13","59","1","101318000"
"1103","SUMILAO","0","13","59","1","101319000"
"1104","TALAKAG","0","13","59","1","101320000"
"1105","CITY OF VALENCIA","1","13","59","1","101321000"
"1106","CABANGLASAN","0","13","59","1","101322000"
"1107","CATARMAN","0","13","60","1","101801000"
"1108","GUINSILIBAN","0","13","60","1","101802000"
"1109","MAHINOG","0","13","60","1","101803000"
"1110","MAMBAJAO - Capital","0","13","60","1","101804000"
"1111","SAGAY","0","13","60","1","101805000"
"1112","BACOLOD","0","13","61","1","103501000"
"1113","BALOI","0","13","61","1","103502000"
"1114","BAROY","0","13","61","1","103503000"
"1115","ILIGAN CITY","2","13","-99","1","103504000"
"1116","KAPATAGAN","0","13","61","1","103505000"
"1117","SULTAN NAGA DIMAPORO (KAROMATAN)","0","13","61","1","103506000"
"1118","KAUSWAGAN","0","13","61","1","103507000"
"1119","KOLAMBUGAN","0","13","61","1","103508000"
"1120","LALA","0","13","61","1","103509000"
"1121","LINAMON","0","13","61","1","103510000"
"1122","MAGSAYSAY","0","13","61","1","103511000"
"1123","MAIGO","0","13","61","1","103512000"
"1124","MATUNGAO","0","13","61","1","103513000"
"1125","MUNAI","0","13","61","1","103514000"
"1126","NUNUNGAN","0","13","61","1","103515000"
"1127","PANTAO RAGAT","0","13","61","1","103516000"
"1128","POONA PIAGAPO","0","13","61","1","103517000"
"1129","SALVADOR","0","13","61","1","103518000"
"1130","SAPAD","0","13","61","1","103519000"
"1131","TAGOLOAN","0","13","61","1","103520000"
"1132","TANGCAL","0","13","61","1","103521000"
"1133","TUBOD (Capital)","0","13","61","1","103522000"
"1134","PANTAR","0","13","61","1","103523000"
"1135","ALORAN","0","13","62","1","104201000"
"1136","BALIANGAO","0","13","62","1","104202000"
"1137","BONIFACIO","0","13","62","1","104203000"
"1138","CALAMBA","0","13","62","1","104204000"
"1139","CLARIN","0","13","62","1","104205000"
"1140","CONCEPCION","0","13","62","1","104206000"
"1141","JIMENEZ","0","13","62","1","104207000"
